Item #,Warehouse,Category,Manufacturer,Model,Grade,Capacity,Carrier,Color,Lock Status,Model Number,Parts Message,Increment Size,Quantity Available,List Price,Transaction Status,Transaction Quantity,Transaction Price,Expires,New Offer Quantity,New Offer Price
39311,New York,TABLETS,Samsung,Galaxy Tab S8+ 5G,KFCG,128GB,Verizon,Graphite,GSM Unlocked,X808U,,1,1,220,,,,,,
66407,New York,TABLETS,Samsung,Galaxy Tab S8+ 5G,PLB,128GB,Verizon,Graphite,GSM Unlocked,X808U,,1,1,200,,,,,,
39321,New York,TABLETS,Samsung,Galaxy Tab S8+ 5G,PLCD,128GB,Verizon,Mixed,Locked,X808U,,1,2,140,,,,,,
66431,New York,PHONES,Samsung,Galaxy Z Flip3 5G,PLB,256GB,AT&T,Black,Locked,F711U,,1,1,100,,,,,,
39328,New York,PHONES,Samsung,Galaxy Z Flip4 5G,PLCD,128GB,GSM Unlocked,Mixed,GSM Unlocked,F721U,,1,2,130,,,,,,
39375,New York,PHONES,Samsung,Galaxy Z Flip4 5G,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,F721U,,1,2,140,,,,,,
39504,New York,PHONES,Samsung,Galaxy Z Flip6,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,F741U,,1,1,280,,,,,,
39757,New York,PHONES,Samsung,Galaxy Z Fold2,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,F916U,,1,1,180,,,,,,
39758,New York,PHONES,Samsung,Galaxy Z Fold2,PLCD,256GB,AT&T,Mixed,Locked,F916U,,1,1,90,,,,,,
66437,New York,PHONES,Samsung,Galaxy Z Fold4,PLCD,256GB,AT&T,Mixed,Locked,F936U,,1,1,180,,,,,,
45897,New York,PHONES,Samsung,Galaxy Z Fold5,A1-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,F946U,,1,1,600,,,,,,
45896,New York,PHONES,Samsung,Galaxy Z Fold5,B1-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,F946U,,1,1,580,,,,,,
45895,New York,PHONES,Samsung,Galaxy Z Fold5,B2-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,F946U,,1,4,560,,,,,,
45927,New York,PHONES,Samsung,Galaxy Z Fold5,B2-Stock,256GB,Verizon,Icyblue,Locked,F946U,,1,2,460,,,,,,
45892,New York,PHONES,Samsung,Galaxy Z Fold5,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,F946U,,1,1,440,,,,,,
60785N,New York,PHONES,Samsung,Galaxy Z Fold6,PGL,256GB,GSM Unlocked,Navy,GSM Unlocked,F956U,,1,1,730,,,,,,
45699,New York,WEARABLES,Sony,WH-1000XM4,Open Box,NA,N/A,Cream,,WH-1000XM4,,1,1,180,,,,,,
45702,New York,WEARABLES,Soundcore,Liberty 4 NC,Used,NA,N/A,Blue,,,,1,1,65,,,,,,
37633,New York,ACCESSORY,Verizon,5G Sim Card DFILLSIM5G-SA-A,New,NA,Verizon,,,DFILLSIM5G-SA-A,,1,100+,4,,,,,,
